ID,Name,Value
2,Name-34,444
184,Name-98,398
675,Name-48,911
973,Name-5,638
47,Name-58,10
230,Name-36,588
773,Name-89,422
440,Name-46,40
507,Name-44,144
440,Name-63,981
313,Name-98,294
573,Name-87,639
430,Name-49,85
794,Name-14,887
919,Name-9,846
599,Name-24,399
67,Name-14,43
844,Name-57,169
709,Name-13,586
738,Name-50,541
865,Name-34,248
812,Name-63,360
595,Name-44,996
501,Name-72,127
5,Name-3,224
880,Name-71,811
425,Name-85,632
926,Name-68,56
387,Name-98,469
778,Name-54,831
871,Name-55,815
654,Name-42,978
698,Name-32,190
256,Name-69,63
770,Name-50,687
768,Name-18,951
779,Name-97,405
663,Name-61,134
366,Name-44,754
602,Name-20,609
72,Name-49,979
514,Name-27,433
581,Name-74,696
744,Name-63,119
438,Name-88,489
986,Name-60,457
655,Name-40,826
674,Name-18,912
354,Name-81,956
930,Name-11,496
275,Name-13,191
562,Name-81,992
851,Name-3,698
979,Name-93,474
917,Name-81,47
955,Name-33,85
388,Name-2,993
88,Name-76,283
765,Name-15,690
287,Name-96,577
872,Name-13,825
432,Name-16,598
114,Name-72,460
792,Name-41,787
679,Name-11,33
949,Name-68,760
459,Name-74,371
225,Name-25,619
768,Name-30,471
780,Name-23,190
897,Name-43,380
105,Name-44,541
814,Name-90,240
464,Name-79,723
217,Name-33,866
168,Name-84,927
664,Name-21,520
712,Name-25,710
942,Name-45,520
280,Name-51,875
900,Name-13,170
435,Name-87,366
471,Name-87,475
654,Name-35,864
524,Name-82,699
35,Name-8,55
4,Name-87,664
640,Name-79,643
261,Name-62,438
301,Name-55,216
38,Name-69,660
675,Name-65,144
691,Name-97,256
44,Name-51,542
642,Name-41,188
601,Name-24,46
839,Name-42,452
144,Name-25,162
962,Name-96,173
833,Name-22,947
632,Name-35,858
733,Name-21,774
692,Name-22,349
301,Name-75,955
67,Name-48,210
946,Name-44,501
331,Name-81,82
817,Name-75,740
83,Name-51,791
60,Name-23,120
817,Name-92,449
536,Name-85,998
906,Name-21,853
321,Name-28,16
355,Name-4,981
471,Name-72,759
61,Name-84,551
947,Name-10,477
863,Name-22,630
320,Name-93,173
337,Name-21,414
403,Name-34,166
527,Name-93,644
219,Name-4,561
271,Name-3,659
179,Name-53,197
339,Name-39,555
744,Name-72,583
220,Name-69,318
32,Name-33,550
323,Name-54,2
171,Name-35,904
215,Name-54,706
825,Name-35,885
655,Name-83,113
150,Name-99,207
213,Name-94,440
441,Name-88,42
610,Name-25,284
567,Name-15,31
830,Name-66,491
688,Name-24,390
25,Name-80,855
904,Name-96,979
204,Name-13,985
255,Name-65,585
365,Name-42,728
123,Name-44,202
575,Name-5,486
335,Name-98,240
652,Name-33,198
414,Name-56,195
382,Name-86,480
461,Name-59,674
660,Name-66,706
949,Name-22,227
401,Name-66,669
938,Name-61,770
667,Name-75,606
944,Name-90,560
554,Name-64,365
138,Name-38,515
497,Name-37,908
762,Name-68,254
111,Name-30,534
329,Name-2,344
611,Name-71,941
466,Name-47,297
885,Name-22,72
693,Name-6,542
581,Name-6,752
720,Name-42,164
220,Name-66,68
523,Name-70,717
857,Name-63,222
994,Name-60,431
857,Name-63,563
494,Name-99,676
423,Name-8,460
370,Name-65,381
419,Name-24,975
70,Name-91,266
827,Name-96,737
511,Name-47,299
12,Name-37,778
154,Name-42,81
268,Name-56,310
458,Name-19,128
55,Name-98,239
733,Name-73,184
908,Name-2,517
513,Name-45,347
276,Name-52,43
349,Name-90,38
95,Name-32,105
946,Name-63,189
243,Name-76,599
813,Name-14,511
666,Name-56,135
518,Name-72,836
917,Name-46,949
730,Name-7,590
13,Name-88,585
703,Name-57,551
71,Name-55,816
266,Name-29,38
461,Name-71,469
424,Name-66,987
888,Name-35,219
286,Name-15,29
712,Name-1,517
482,Name-62,29
385,Name-47,717
821,Name-67,583
859,Name-87,662
357,Name-98,225
66,Name-24,259
538,Name-38,280
495,Name-40,449
615,Name-65,476
202,Name-94,815
261,Name-93,605
712,Name-53,990
816,Name-18,169
537,Name-83,330
651,Name-36,937
629,Name-57,11
790,Name-27,311
605,Name-66,879
595,Name-51,304
976,Name-2,681
299,Name-45,997
872,Name-47,98
840,Name-86,450
234,Name-47,911
747,Name-21,955
671,Name-88,535
405,Name-11,398
427,Name-76,451
981,Name-21,648
821,Name-17,137
758,Name-87,270
24,Name-81,696
361,Name-52,59
894,Name-92,400
356,Name-63,422
68,Name-60,316
243,Name-5,81
748,Name-68,763
846,Name-1,324
856,Name-96,942
510,Name-95,376
634,Name-65,228
41,Name-0,89
107,Name-19,310
161,Name-61,480
155,Name-19,678
11,Name-79,27
551,Name-35,851
879,Name-11,400
329,Name-72,110
272,Name-94,348
298,Name-66,278
398,Name-98,137
474,Name-84,641
670,Name-55,563
781,Name-40,394
243,Name-65,331
254,Name-11,502
795,Name-33,437
342,Name-33,463
242,Name-4,698
261,Name-40,110
208,Name-2,934
52,Name-62,790
253,Name-53,857
230,Name-12,666
487,Name-24,495
738,Name-35,150
575,Name-63,117
796,Name-15,382
781,Name-83,321
389,Name-97,861
798,Name-87,182
715,Name-14,678
570,Name-86,193
811,Name-39,872
294,Name-63,260
221,Name-71,999
683,Name-48,415
162,Name-33,151
707,Name-0,905
298,Name-98,511
26,Name-16,650
848,Name-48,400
680,Name-0,268
161,Name-72,979
650,Name-73,794
822,Name-58,629
692,Name-80,744
800,Name-77,225
886,Name-86,792
429,Name-46,65
596,Name-80,890
947,Name-60,605
560,Name-88,637
664,Name-17,974
277,Name-71,4
391,Name-21,214
578,Name-58,25
707,Name-49,679
994,Name-54,591
382,Name-62,598
514,Name-42,876
814,Name-25,643
390,Name-56,810
20,Name-91,941
610,Name-28,83
901,Name-89,347
156,Name-65,242
425,Name-67,879
959,Name-75,175
472,Name-83,19
287,Name-3,932
359,Name-65,944
878,Name-67,667
660,Name-93,958
682,Name-19,488
955,Name-51,890
983,Name-20,524
916,Name-93,669
140,Name-2,22
661,Name-10,524
379,Name-4,732
617,Name-20,266
952,Name-17,35
242,Name-18,105
533,Name-62,767
451,Name-19,876
189,Name-61,352
240,Name-12,350
493,Name-16,557
894,Name-25,442
478,Name-54,5
784,Name-25,521
315,Name-76,907
140,Name-18,845
141,Name-27,195
596,Name-45,269
632,Name-11,296
433,Name-39,206
816,Name-7,660
864,Name-98,682
496,Name-81,387
594,Name-32,323
954,Name-46,53
696,Name-16,282
840,Name-89,16
470,Name-66,150
276,Name-50,815
918,Name-53,212
948,Name-78,54
154,Name-58,563
626,Name-79,901
76,Name-51,772
312,Name-77,559
508,Name-64,840
116,Name-93,721
184,Name-88,267
679,Name-1,497
225,Name-49,439
220,Name-60,188
676,Name-17,228
141,Name-17,256
963,Name-59,700
136,Name-90,248
639,Name-96,656
33,Name-33,132
725,Name-21,824
785,Name-65,798
359,Name-72,524
974,Name-56,116
88,Name-71,81
274,Name-68,655
293,Name-44,99
937,Name-59,700
979,Name-65,58
940,Name-79,74
83,Name-41,402
133,Name-16,401
820,Name-88,794
392,Name-63,650
423,Name-94,694
299,Name-60,62
296,Name-8,742
343,Name-9,148
599,Name-83,670
122,Name-16,589
818,Name-66,532
991,Name-35,328
90,Name-77,33
195,Name-19,104
183,Name-23,537
331,Name-93,358
456,Name-7,117
751,Name-28,300
293,Name-28,966
837,Name-10,271
1,Name-90,907
723,Name-13,614
496,Name-54,378
644,Name-5,894
988,Name-87,528
342,Name-17,833
668,Name-88,432
428,Name-87,364
461,Name-78,855
323,Name-2,109
908,Name-85,713
214,Name-89,980
615,Name-68,16
366,Name-8,535
616,Name-4,616
477,Name-72,870
984,Name-17,986
960,Name-37,284
122,Name-7,970
572,Name-22,994
822,Name-92,224
462,Name-61,903
500,Name-66,70
472,Name-7,653
150,Name-92,912
576,Name-25,288
476,Name-27,4
882,Name-17,608
766,Name-10,906
52,Name-65,467
449,Name-50,836
484,Name-2,280
383,Name-38,872
884,Name-72,27
816,Name-29,929
1,Name-9,321
766,Name-57,920
291,Name-46,728
366,Name-93,45
96,Name-25,97
262,Name-9,429
138,Name-9,956
358,Name-98,783
682,Name-51,366
273,Name-35,702
96,Name-21,711
3,Name-66,966
657,Name-45,524
402,Name-37,179
170,Name-26,802
949,Name-49,692
862,Name-99,346
706,Name-5,585
429,Name-28,203
621,Name-90,112
786,Name-89,774
490,Name-16,522
593,Name-58,651
274,Name-64,285
281,Name-18,912
949,Name-67,424
120,Name-64,689
469,Name-20,762
213,Name-68,209
411,Name-98,202
904,Name-65,686
324,Name-30,48
755,Name-4,653
224,Name-64,815
770,Name-19,312
149,Name-61,386
102,Name-81,179
628,Name-6,837
322,Name-64,558
861,Name-59,665
157,Name-76,230
621,Name-49,960
509,Name-59,381
877,Name-77,162
629,Name-6,708
315,Name-79,728
690,Name-61,96
251,Name-9,152
441,Name-12,682
962,Name-81,437
334,Name-83,489
588,Name-44,156
320,Name-34,33
754,Name-28,1
46,Name-8,519
458,Name-72,243
981,Name-92,980
517,Name-88,72
478,Name-99,11
740,Name-6,223
565,Name-26,714
134,Name-47,280
733,Name-37,664
319,Name-86,477
419,Name-39,696
961,Name-67,679
235,Name-15,236
219,Name-80,402
829,Name-99,327
391,Name-68,836
648,Name-51,623
420,Name-7,384
935,Name-83,480
837,Name-3,209
117,Name-49,227
383,Name-42,885
764,Name-55,153
898,Name-63,345
200,Name-75,736
714,Name-32,821
29,Name-51,587
103,Name-49,823
847,Name-66,407
166,Name-29,574
63,Name-41,773
72,Name-26,361
408,Name-33,655
324,Name-57,983
625,Name-73,545
761,Name-89,420
838,Name-70,232
23,Name-70,932
643,Name-88,625
375,Name-16,349
632,Name-45,215
484,Name-67,216
720,Name-42,992
905,Name-60,327
234,Name-39,545
386,Name-44,778
975,Name-80,918
6,Name-67,337
798,Name-44,721
14,Name-29,301
276,Name-52,407
429,Name-19,320
795,Name-91,920
410,Name-48,143
327,Name-90,796
725,Name-62,542
179,Name-58,372
798,Name-54,324
524,Name-64,556
332,Name-4,336
950,Name-70,431
334,Name-15,180
583,Name-7,314
488,Name-86,308
971,Name-49,312
28,Name-39,915
976,Name-47,880
958,Name-20,196
888,Name-8,579
656,Name-80,57
348,Name-77,692
329,Name-79,29
990,Name-78,380
823,Name-65,568
247,Name-86,738
820,Name-42,559
301,Name-79,78
698,Name-52,347
849,Name-42,930
765,Name-23,593
578,Name-66,52
229,Name-45,605
972,Name-65,214
175,Name-38,869
427,Name-47,118
592,Name-71,106
839,Name-56,845
450,Name-71,861
670,Name-18,377
975,Name-27,778
853,Name-66,213
747,Name-88,84
516,Name-64,74
55,Name-27,674
272,Name-21,340
879,Name-20,699
887,Name-50,286
216,Name-2,808
829,Name-47,592
796,Name-85,525
61,Name-29,938
919,Name-90,631
983,Name-89,195
176,Name-34,3
751,Name-23,990
510,Name-41,304
777,Name-16,656
752,Name-34,898
310,Name-91,629
294,Name-40,988
954,Name-55,189
418,Name-43,907
701,Name-80,748
387,Name-56,543
158,Name-87,211
814,Name-71,642
445,Name-28,627
276,Name-92,327
983,Name-92,840
680,Name-87,548
599,Name-57,713
779,Name-55,204
279,Name-2,963
869,Name-94,893
38,Name-72,224
606,Name-89,66
777,Name-55,781
373,Name-38,737
992,Name-99,157
865,Name-25,395
713,Name-77,138
916,Name-20,922
455,Name-92,691
714,Name-65,536
130,Name-75,489
490,Name-92,264
456,Name-68,138
629,Name-31,111
270,Name-43,614
438,Name-73,701
18,Name-63,919
884,Name-70,518
336,Name-23,586
263,Name-40,522
599,Name-84,697
608,Name-73,787
950,Name-99,215
558,Name-27,102
728,Name-7,634
198,Name-82,965
253,Name-47,382
678,Name-36,176
732,Name-63,805
681,Name-22,975
917,Name-25,170
927,Name-7,962
164,Name-21,466
342,Name-73,768
661,Name-69,569
952,Name-63,745
623,Name-90,502
873,Name-31,29
860,Name-50,908
792,Name-79,882
868,Name-80,320
946,Name-44,544
757,Name-71,440
856,Name-52,469
811,Name-90,737
975,Name-84,198
640,Name-16,852
581,Name-92,768
514,Name-79,523
236,Name-66,482
600,Name-58,885
469,Name-68,691
354,Name-36,327
49,Name-20,596
652,Name-76,179
708,Name-43,859
23,Name-35,82
858,Name-91,478
562,Name-10,256
180,Name-66,136
794,Name-29,855
452,Name-49,347
716,Name-43,316
797,Name-12,497
234,Name-59,37
411,Name-20,941
109,Name-94,185
795,Name-59,468
82,Name-71,138
692,Name-57,226
905,Name-77,416
200,Name-75,799
662,Name-82,316
811,Name-79,990
542,Name-20,882
800,Name-80,173
802,Name-60,522
340,Name-9,370
772,Name-41,916
572,Name-38,773
983,Name-89,287
139,Name-57,899
238,Name-50,241
808,Name-21,585
500,Name-58,305
697,Name-78,288
313,Name-20,637
616,Name-76,152
257,Name-75,195
975,Name-63,230
900,Name-29,761
626,Name-43,857
9,Name-70,165
104,Name-99,202
562,Name-87,940
615,Name-72,117
250,Name-60,679
194,Name-66,742
478,Name-38,371
34,Name-27,834
952,Name-81,691
635,Name-26,904
835,Name-93,491
544,Name-83,922
450,Name-61,615
857,Name-98,364
261,Name-20,319
777,Name-82,600
811,Name-86,211
462,Name-96,865
976,Name-0,455
254,Name-9,207
943,Name-51,761
848,Name-60,156
979,Name-65,324
960,Name-31,956
482,Name-78,753
230,Name-23,399
380,Name-68,874
948,Name-48,25
250,Name-42,818
262,Name-83,482
255,Name-93,802
61,Name-59,963
472,Name-48,148
932,Name-27,837
289,Name-62,742
697,Name-4,83
174,Name-8,34
267,Name-32,927
465,Name-27,173
140,Name-91,669
89,Name-72,335
906,Name-49,754
398,Name-32,379
184,Name-89,991
300,Name-8,962
196,Name-1,56
918,Name-42,438
298,Name-66,490
769,Name-49,942
266,Name-99,372
778,Name-40,540
666,Name-17,466
316,Name-96,296
885,Name-87,299
905,Name-83,968
955,Name-91,815
915,Name-91,408
606,Name-39,935
562,Name-57,666
527,Name-5,221
21,Name-97,385
807,Name-15,510
357,Name-65,929
313,Name-58,589
759,Name-21,136
391,Name-12,808
389,Name-90,134
486,Name-1,636
298,Name-29,291
120,Name-52,555
69,Name-2,98
133,Name-74,40
918,Name-18,298
387,Name-23,305
13,Name-2,991
180,Name-88,702
470,Name-14,136
985,Name-88,256
657,Name-7,90
58,Name-96,115
814,Name-82,720
931,Name-81,661
860,Name-9,936
139,Name-26,708
858,Name-59,387
905,Name-69,22
141,Name-90,934
195,Name-47,786
607,Name-99,972
95,Name-5,447
982,Name-95,480
351,Name-80,707
761,Name-76,818
218,Name-91,326
866,Name-82,761
879,Name-6,771
182,Name-73,449
19,Name-9,467
942,Name-28,814
700,Name-69,200
530,Name-84,43
398,Name-8,215
187,Name-81,703
430,Name-89,107
537,Name-33,808
102,Name-1,606
325,Name-33,358
876,Name-65,367
18,Name-75,467
939,Name-22,649
148,Name-99,931
168,Name-58,702
914,Name-37,111
113,Name-39,163
49,Name-76,108
640,Name-43,878
978,Name-36,728
518,Name-37,695
222,Name-55,817
941,Name-8,835
799,Name-13,258
96,Name-84,847
677,Name-16,931
962,Name-78,32
44,Name-98,32
256,Name-52,215
750,Name-74,547
446,Name-44,804
137,Name-68,703
404,Name-42,265
662,Name-90,206
139,Name-32,860
693,Name-99,953
965,Name-91,107
638,Name-18,951
286,Name-7,197
161,Name-6,255
300,Name-73,475
826,Name-98,554
575,Name-83,664
241,Name-17,350
948,Name-68,747
981,Name-81,639
783,Name-90,269
5,Name-0,221
826,Name-36,432
701,Name-67,557
418,Name-64,740
988,Name-51,137
470,Name-1,145
409,Name-25,154
341,Name-43,481
704,Name-73,782
797,Name-21,982
134,Name-69,632
496,Name-97,821
590,Name-52,377
593,Name-71,426
254,Name-68,415
173,Name-18,658
954,Name-5,165
955,Name-72,867
824,Name-29,329
597,Name-19,18
336,Name-27,634
545,Name-11,486
392,Name-64,989
905,Name-73,479
816,Name-2,366
913,Name-87,556
194,Name-91,397
22,Name-34,522
630,Name-98,756
177,Name-7,500
989,Name-61,267
247,Name-71,107
198,Name-30,268
327,Name-38,593
664,Name-29,358
98,Name-92,29
674,Name-63,824
398,Name-95,355
503,Name-95,41
429,Name-39,749
209,Name-33,46
748,Name-35,641
53,Name-61,184
56,Name-13,559
389,Name-33,609
210,Name-1,604
474,Name-52,689
818,Name-76,52
298,Name-98,65
429,Name-41,225
15,Name-42,517
842,Name-31,387
742,Name-66,979
314,Name-49,787
29,Name-23,294
214,Name-51,383
522,Name-22,430
261,Name-26,874
25,Name-19,472
432,Name-94,162
667,Name-53,2
990,Name-44,681
110,Name-93,291
9,Name-82,894
612,Name-15,986
946,Name-90,344
775,Name-60,969
843,Name-1,636
0,Name-72,740
168,Name-61,967
237,Name-81,945
11,Name-56,683
972,Name-13,536
70,Name-52,881
399,Name-55,343
349,Name-82,199
621,Name-18,118
470,Name-97,715
346,Name-28,12
807,Name-0,913
121,Name-22,672
962,Name-31,935
243,Name-42,75
915,Name-37,478
52,Name-5,496
701,Name-99,454
600,Name-85,459
412,Name-79,233
783,Name-75,893
136,Name-42,199
98,Name-63,570
506,Name-33,149
664,Name-78,46
443,Name-64,961
502,Name-91,348
22,Name-19,770
749,Name-19,772
934,Name-65,145
363,Name-85,906
391,Name-80,131
551,Name-71,567
514,Name-6,121
840,Name-97,382
904,Name-48,631
1,Name-90,21
45,Name-67,234
664,Name-88,960
897,Name-71,265
680,Name-2,607
364,Name-47,646
63,Name-35,67
633,Name-13,273
844,Name-68,870
360,Name-19,581
72,Name-89,171
224,Name-9,157
201,Name-50,366
860,Name-18,854
595,Name-8,220
