ID,Name,Value
92,Name-0,33
983,Name-13,20
314,Name-6,477
932,Name-86,803
654,Name-14,821
737,Name-36,856
296,Name-28,328
698,Name-23,127
378,Name-34,85
798,Name-85,489
812,Name-84,489
905,Name-67,465
528,Name-43,819
691,Name-97,250
884,Name-63,633
900,Name-15,621
137,Name-50,627
731,Name-30,144
821,Name-47,646
47,Name-20,970
558,Name-22,114
469,Name-55,151
70,Name-16,743
835,Name-32,485
309,Name-50,371
904,Name-89,900
156,Name-9,530
194,Name-63,229
896,Name-61,536
363,Name-85,279
73,Name-35,389
910,Name-2,15
660,Name-20,640
313,Name-73,245
568,Name-54,246
517,Name-44,715
38,Name-1,181
662,Name-45,656
716,Name-39,802
497,Name-34,291
730,Name-90,673
306,Name-84,947
723,Name-20,79
226,Name-26,212
512,Name-46,777
299,Name-96,43
141,Name-44,117
155,Name-10,954
28,Name-87,791
316,Name-34,424
561,Name-53,994
690,Name-73,735
232,Name-97,30
494,Name-90,460
478,Name-40,798
101,Name-39,933
638,Name-66,517
242,Name-59,866
351,Name-73,663
241,Name-19,146
839,Name-68,939
343,Name-1,860
963,Name-41,417
856,Name-16,95
802,Name-62,939
570,Name-45,275
33,Name-98,427
860,Name-8,842
812,Name-17,647
686,Name-11,769
208,Name-39,767
798,Name-15,996
550,Name-63,100
706,Name-62,96
644,Name-92,837
759,Name-52,771
778,Name-65,640
173,Name-80,11
371,Name-57,149
474,Name-57,885
576,Name-59,42
513,Name-19,534
802,Name-30,398
426,Name-73,570
608,Name-25,994
144,Name-44,590
507,Name-58,377
923,Name-18,403
486,Name-69,9
29,Name-43,346
243,Name-59,197
29,Name-76,782
302,Name-96,542
194,Name-26,694
48,Name-63,144
54,Name-3,84
58,Name-90,362
307,Name-60,904
651,Name-69,837
657,Name-44,985
584,Name-42,112
684,Name-74,315
793,Name-95,679
302,Name-28,679
714,Name-8,132
245,Name-92,863
496,Name-76,826
186,Name-82,968
341,Name-70,469
669,Name-6,416
689,Name-43,395
360,Name-38,298
509,Name-13,645
662,Name-57,512
943,Name-29,363
822,Name-98,978
579,Name-49,142
566,Name-83,104
894,Name-65,183
933,Name-70,614
10,Name-87,345
180,Name-79,794
446,Name-39,222
274,Name-68,497
264,Name-37,357
370,Name-62,950
618,Name-76,831
717,Name-13,501
244,Name-84,741
418,Name-97,139
557,Name-4,145
164,Name-21,255
447,Name-66,590
791,Name-18,582
332,Name-39,959
841,Name-97,510
261,Name-50,608
898,Name-21,103
946,Name-51,415
916,Name-48,531
274,Name-64,372
925,Name-64,241
486,Name-60,815
155,Name-2,478
184,Name-76,840
690,Name-13,679
800,Name-84,787
509,Name-60,443
945,Name-18,820
760,Name-73,435
423,Name-2,775
511,Name-62,627
442,Name-60,380
22,Name-95,652
306,Name-81,666
899,Name-7,202
323,Name-30,979
62,Name-31,766
584,Name-97,840
916,Name-42,986
449,Name-23,200
602,Name-68,406
39,Name-49,152
456,Name-91,592
503,Name-14,921
641,Name-55,876
922,Name-39,500
436,Name-35,509
349,Name-54,292
317,Name-27,167
417,Name-67,714
958,Name-38,780
857,Name-3,138
249,Name-32,672
124,Name-29,464
662,Name-31,869
964,Name-59,358
865,Name-28,389
104,Name-99,672
549,Name-91,92
80,Name-40,253
959,Name-1,653
994,Name-38,24
891,Name-2,872
610,Name-48,480
711,Name-89,47
319,Name-66,934
396,Name-90,689
358,Name-26,739
352,Name-81,540
927,Name-67,866
625,Name-42,212
390,Name-33,579
288,Name-30,760
635,Name-64,774
275,Name-60,982
160,Name-64,797
464,Name-79,334
393,Name-60,817
182,Name-18,980
396,Name-32,697
285,Name-32,127
623,Name-31,999
894,Name-97,59
35,Name-24,218
420,Name-13,850
626,Name-4,745
752,Name-39,879
422,Name-32,984
222,Name-16,807
60,Name-0,100
447,Name-86,883
21,Name-91,979
287,Name-45,941
740,Name-96,840
83,Name-80,206
621,Name-47,814
251,Name-77,298
691,Name-3,4
871,Name-67,372
915,Name-19,439
555,Name-52,118
134,Name-79,778
562,Name-88,146
942,Name-40,98
75,Name-75,192
678,Name-6,313
633,Name-7,50
151,Name-77,613
476,Name-98,678
146,Name-96,993
163,Name-28,558
557,Name-90,577
875,Name-23,969
171,Name-15,898
176,Name-41,765
936,Name-33,586
46,Name-53,732
224,Name-98,396
127,Name-80,918
416,Name-90,474
225,Name-52,762
803,Name-45,370
115,Name-66,664
321,Name-19,24
385,Name-7,793
463,Name-19,800
101,Name-82,328
106,Name-25,862
54,Name-53,203
222,Name-22,273
240,Name-92,835
379,Name-30,460
33,Name-92,278
544,Name-24,589
885,Name-8,463
102,Name-34,869
721,Name-92,91
370,Name-25,227
219,Name-48,104
184,Name-79,240
81,Name-8,333
104,Name-78,748
149,Name-98,791
461,Name-95,513
541,Name-38,733
758,Name-85,184
255,Name-29,303
141,Name-14,40
531,Name-59,581
391,Name-3,809
79,Name-79,764
728,Name-10,193
113,Name-36,940
240,Name-5,635
711,Name-55,594
808,Name-34,739
157,Name-78,638
520,Name-21,606
351,Name-99,220
364,Name-4,197
77,Name-41,976
511,Name-70,871
433,Name-99,850
174,Name-85,991
33,Name-43,799
846,Name-69,259
155,Name-61,293
407,Name-38,545
123,Name-35,287
937,Name-5,102
757,Name-13,693
984,Name-28,339
172,Name-60,276
677,Name-99,707
577,Name-18,896
115,Name-62,865
122,Name-58,49
836,Name-49,221
784,Name-91,45
478,Name-67,377
250,Name-58,297
785,Name-22,825
134,Name-76,505
955,Name-90,889
771,Name-50,869
114,Name-47,815
106,Name-93,906
467,Name-25,527
517,Name-90,87
840,Name-8,394
385,Name-40,498
971,Name-41,961
881,Name-39,868
861,Name-50,559
588,Name-3,108
939,Name-19,273
42,Name-29,711
612,Name-38,951
294,Name-44,949
933,Name-92,796
330,Name-30,263
777,Name-90,698
902,Name-70,656
670,Name-69,661
394,Name-89,318
674,Name-5,302
646,Name-4,948
349,Name-72,661
408,Name-68,762
981,Name-77,2
510,Name-9,224
717,Name-9,166
301,Name-9,291
722,Name-66,683
911,Name-62,443
967,Name-39,284
423,Name-13,197
963,Name-44,379
67,Name-76,483
157,Name-99,555
637,Name-39,622
772,Name-19,951
752,Name-7,877
627,Name-30,739
711,Name-80,243
363,Name-44,540
294,Name-77,635
752,Name-44,875
158,Name-35,887
663,Name-46,22
357,Name-39,866
869,Name-83,936
232,Name-42,962
777,Name-40,851
194,Name-69,161
546,Name-44,214
425,Name-85,891
810,Name-52,86
473,Name-76,24
298,Name-44,531
584,Name-71,852
66,Name-29,940
281,Name-64,913
520,Name-28,541
393,Name-14,279
303,Name-58,408
81,Name-27,595
385,Name-1,577
20,Name-58,93
860,Name-1,426
9,Name-22,725
245,Name-11,243
225,Name-80,110
565,Name-57,305
312,Name-34,423
705,Name-19,681
662,Name-83,391
24,Name-77,452
765,Name-56,473
865,Name-40,786
610,Name-6,145
849,Name-94,34
238,Name-87,241
826,Name-6,815
701,Name-43,62
801,Name-28,545
947,Name-25,307
170,Name-78,568
770,Name-46,912
826,Name-50,123
218,Name-72,110
790,Name-85,564
4,Name-47,319
346,Name-67,539
534,Name-30,572
884,Name-86,586
241,Name-23,176
88,Name-53,923
264,Name-90,258
204,Name-35,799
9,Name-43,13
717,Name-88,30
21,Name-79,346
361,Name-15,699
213,Name-45,309
999,Name-38,432
510,Name-92,287
244,Name-8,467
709,Name-90,591
525,Name-67,933
918,Name-67,612
490,Name-42,264
230,Name-90,284
785,Name-92,548
2,Name-57,906
688,Name-81,267
514,Name-41,235
852,Name-26,547
163,Name-24,139
706,Name-59,265
337,Name-0,522
883,Name-76,795
156,Name-17,970
419,Name-43,771
852,Name-29,524
410,Name-5,283
418,Name-67,612
967,Name-91,904
277,Name-77,38
469,Name-27,261
122,Name-76,805
668,Name-38,571
766,Name-82,431
663,Name-64,367
556,Name-58,462
33,Name-3,559
614,Name-21,634
59,Name-13,968
690,Name-42,881
243,Name-11,586
412,Name-25,955
275,Name-56,857
696,Name-61,389
347,Name-97,907
147,Name-8,570
858,Name-90,532
571,Name-29,922
570,Name-48,463
610,Name-54,168
801,Name-35,149
512,Name-98,636
139,Name-94,627
692,Name-69,432
468,Name-44,196
981,Name-14,185
23,Name-11,155
244,Name-44,68
545,Name-30,282
607,Name-74,321
111,Name-28,219
88,Name-21,875
114,Name-59,604
837,Name-92,104
911,Name-85,540
665,Name-58,104
455,Name-48,171
571,Name-61,419
396,Name-41,29
208,Name-32,182
69,Name-49,787
257,Name-72,146
543,Name-50,649
11,Name-74,414
354,Name-68,351
371,Name-20,504
993,Name-36,968
437,Name-91,900
894,Name-85,393
910,Name-87,198
761,Name-67,733
433,Name-53,22
439,Name-88,567
988,Name-15,306
980,Name-11,742
218,Name-52,791
385,Name-5,57
875,Name-19,729
41,Name-69,497
700,Name-60,436
909,Name-97,497
749,Name-59,434
297,Name-81,470
171,Name-97,944
714,Name-16,974
701,Name-40,911
841,Name-22,361
707,Name-68,302
406,Name-8,701
109,Name-30,926
758,Name-79,641
747,Name-3,225
963,Name-45,432
867,Name-45,274
528,Name-75,158
963,Name-26,476
508,Name-13,297
577,Name-5,518
736,Name-56,883
20,Name-32,393
422,Name-91,816
234,Name-29,308
424,Name-92,30
630,Name-13,388
655,Name-89,464
733,Name-25,963
721,Name-42,226
322,Name-46,139
526,Name-7,884
241,Name-85,786
340,Name-41,277
421,Name-21,957
72,Name-10,598
464,Name-21,453
382,Name-12,274
361,Name-19,389
213,Name-80,983
694,Name-50,500
932,Name-95,639
714,Name-11,25
639,Name-92,505
904,Name-19,354
527,Name-6,132
629,Name-67,618
920,Name-78,751
865,Name-98,16
791,Name-83,737
894,Name-54,695
366,Name-49,314
855,Name-24,876
808,Name-69,513
533,Name-2,525
996,Name-8,336
695,Name-84,318
666,Name-42,551
420,Name-48,403
210,Name-41,316
762,Name-74,188
488,Name-60,913
438,Name-76,659
594,Name-78,865
339,Name-86,206
328,Name-36,621
489,Name-68,595
704,Name-62,388
848,Name-70,835
627,Name-36,697
307,Name-42,940
733,Name-59,815
610,Name-18,566
100,Name-95,587
155,Name-23,516
281,Name-22,443
427,Name-34,773
215,Name-92,595
294,Name-49,767
285,Name-93,232
535,Name-81,34
716,Name-47,111
302,Name-67,121
858,Name-25,751
338,Name-39,992
879,Name-13,624
865,Name-50,990
713,Name-12,817
576,Name-36,122
681,Name-69,548
690,Name-70,143
651,Name-25,349
722,Name-32,480
92,Name-84,913
714,Name-63,306
575,Name-24,175
435,Name-43,477
317,Name-99,290
100,Name-6,914
942,Name-66,118
656,Name-75,304
769,Name-70,783
952,Name-8,827
416,Name-53,56
678,Name-2,440
11,Name-30,875
86,Name-64,604
330,Name-36,212
445,Name-32,306
635,Name-25,796
399,Name-99,680
501,Name-90,756
675,Name-97,806
196,Name-73,398
346,Name-7,607
493,Name-86,743
575,Name-1,426
643,Name-31,377
37,Name-62,596
79,Name-86,131
420,Name-7,471
631,Name-46,29
310,Name-17,577
881,Name-30,646
808,Name-51,268
364,Name-47,724
5,Name-80,966
77,Name-11,396
999,Name-42,564
998,Name-56,81
113,Name-34,793
953,Name-38,534
552,Name-62,433
949,Name-64,351
539,Name-55,29
396,Name-78,166
792,Name-44,885
151,Name-2,295
68,Name-35,668
836,Name-70,612
915,Name-36,818
771,Name-64,153
2,Name-68,782
467,Name-92,320
65,Name-47,490
572,Name-71,52
610,Name-83,865
852,Name-52,157
238,Name-61,185
203,Name-11,168
577,Name-98,674
576,Name-8,392
47,Name-74,286
72,Name-35,972
563,Name-69,808
573,Name-30,418
914,Name-49,847
796,Name-96,4
914,Name-10,601
589,Name-17,284
887,Name-36,757
878,Name-53,31
618,Name-82,245
885,Name-88,215
915,Name-5,93
676,Name-77,351
431,Name-34,793
63,Name-74,119
842,Name-84,665
78,Name-18,564
481,Name-26,698
72,Name-4,997
224,Name-91,855
723,Name-65,951
140,Name-32,25
12,Name-3,972
99,Name-53,797
93,Name-64,301
670,Name-50,762
32,Name-0,960
574,Name-35,807
146,Name-26,44
174,Name-49,862
494,Name-28,574
473,Name-93,998
248,Name-84,255
715,Name-82,799
582,Name-39,228
318,Name-10,717
866,Name-60,934
645,Name-38,790
512,Name-69,193
89,Name-59,975
204,Name-2,113
810,Name-15,696
876,Name-63,759
745,Name-15,228
461,Name-55,493
897,Name-76,227
103,Name-12,317
377,Name-44,900
190,Name-37,885
559,Name-17,676
404,Name-90,576
45,Name-74,558
782,Name-69,156
342,Name-36,303
10,Name-51,759
466,Name-2,827
334,Name-77,712
406,Name-39,471
332,Name-49,394
992,Name-53,850
613,Name-24,737
935,Name-91,629
86,Name-61,448
357,Name-46,980
582,Name-96,812
861,Name-31,942
273,Name-23,992
157,Name-20,260
942,Name-42,558
603,Name-68,340
422,Name-50,341
833,Name-85,136
284,Name-30,373
212,Name-12,495
453,Name-20,477
534,Name-84,709
457,Name-42,910
653,Name-3,90
879,Name-57,761
998,Name-86,551
141,Name-46,189
352,Name-86,806
204,Name-87,784
850,Name-45,226
568,Name-7,327
451,Name-69,30
692,Name-95,597
477,Name-25,188
966,Name-64,55
912,Name-3,342
900,Name-7,334
64,Name-1,284
588,Name-60,100
79,Name-34,390
620,Name-76,406
929,Name-77,571
533,Name-83,180
692,Name-83,35
256,Name-80,540
967,Name-99,738
665,Name-49,347
200,Name-95,991
791,Name-66,563
189,Name-62,254
308,Name-31,302
751,Name-21,104
513,Name-3,859
630,Name-90,112
885,Name-36,440
389,Name-19,672
412,Name-32,316
637,Name-3,779
799,Name-27,756
877,Name-94,759
305,Name-81,634
714,Name-5,322
266,Name-7,577
772,Name-48,382
409,Name-15,195
195,Name-85,786
115,Name-34,273
310,Name-91,92
39,Name-45,893
836,Name-92,31
232,Name-64,721
25,Name-18,914
91,Name-26,209
462,Name-7,884
413,Name-24,335
97,Name-56,474
476,Name-28,174
316,Name-57,833
283,Name-73,722
628,Name-2,98
89,Name-95,794
437,Name-21,96
239,Name-42,840
272,Name-41,906
852,Name-78,570
91,Name-28,755
703,Name-20,653
105,Name-13,360
526,Name-18,95
48,Name-83,119
0,Name-63,80
537,Name-87,55
296,Name-72,126
625,Name-78,770
672,Name-82,638
802,Name-58,722
649,Name-75,472
396,Name-28,845
763,Name-60,782
143,Name-40,751
149,Name-58,63
457,Name-35,228
466,Name-13,630
838,Name-68,424
816,Name-55,138
738,Name-94,858
283,Name-70,382
179,Name-25,491
992,Name-34,10
35,Name-76,332
820,Name-58,382
196,Name-96,79
313,Name-79,192
186,Name-80,525
249,Name-34,928
363,Name-77,621
822,Name-70,597
523,Name-57,459
929,Name-67,888
850,Name-47,436
470,Name-61,925
645,Name-64,708
770,Name-46,42
440,Name-94,240
394,Name-76,345
400,Name-29,790
705,Name-57,981
435,Name-12,896
849,Name-51,801
292,Name-52,908
461,Name-83,69
786,Name-21,950
166,Name-29,725
180,Name-52,268
713,Name-71,205
221,Name-96,176
786,Name-23,502
818,Name-51,515
982,Name-63,384
463,Name-84,310
32,Name-87,978
361,Name-93,285
616,Name-74,109
23,Name-41,173
815,Name-94,676
406,Name-66,91
416,Name-47,380
805,Name-32,743
923,Name-28,666
123,Name-42,826
686,Name-68,142
76,Name-48,235
914,Name-2,618
270,Name-21,87
374,Name-89,799
46,Name-2,84
953,Name-63,91
498,Name-52,256
555,Name-77,533
606,Name-61,751
929,Name-69,608
583,Name-47,156
819,Name-82,741
563,Name-21,745
127,Name-86,654
977,Name-6,862
796,Name-29,779
473,Name-52,266
523,Name-81,99
235,Name-65,355
6,Name-66,253
62,Name-46,800
235,Name-66,460
893,Name-13,642
35,Name-73,406
164,Name-52,905
250,Name-27,81
99,Name-95,554
967,Name-59,541
452,Name-91,841
47,Name-32,856
256,Name-79,763
689,Name-21,246
876,Name-90,789
694,Name-45,831
607,Name-27,529
945,Name-71,691
842,Name-65,532
723,Name-85,200
228,Name-22,198
192,Name-69,814
908,Name-56,931
38,Name-97,84
312,Name-11,658
66,Name-71,189
133,Name-85,235
990,Name-37,895
169,Name-29,300
207,Name-82,682
568,Name-80,936
594,Name-11,553
976,Name-52,370
852,Name-59,682
72,Name-46,847
366,Name-66,502
313,Name-41,468
834,Name-62,970
568,Name-14,703
373,Name-22,135
666,Name-3,431
480,Name-34,197
919,Name-18,372
978,Name-47,405
582,Name-7,625
734,Name-20,764
739,Name-86,817
13,Name-72,385
264,Name-12,549
128,Name-35,899
191,Name-36,338
429,Name-37,138
186,Name-96,333
634,Name-74,623
644,Name-16,510
241,Name-61,10
975,Name-25,460
311,Name-27,534
547,Name-73,941
370,Name-44,914
523,Name-68,371
270,Name-88,750
817,Name-89,475
939,Name-14,45
296,Name-78,578
53,Name-85,868
765,Name-23,954
946,Name-84,956
823,Name-59,136
147,Name-33,103
258,Name-44,268
760,Name-83,239
138,Name-47,428
466,Name-20,363
320,Name-83,896
194,Name-6,871
554,Name-82,435
81,Name-11,116
846,Name-31,643
237,Name-18,605
902,Name-77,829
598,Name-4,418
493,Name-10,422
190,Name-56,939
473,Name-33,614
19,Name-34,948
339,Name-68,197
442,Name-44,950
589,Name-70,198
145,Name-65,198
192,Name-70,155
366,Name-16,934
763,Name-44,748
174,Name-4,133
869,Name-81,18
216,Name-31,149
964,Name-45,107
546,Name-14,220
798,Name-23,67
885,Name-62,188
241,Name-70,332
897,Name-83,687
940,Name-20,748
639,Name-63,79
410,Name-99,865
791,Name-34,315
903,Name-59,539
843,Name-92,354
281,Name-20,900
669,Name-41,12
897,Name-1,857
414,Name-6,823
914,Name-49,569
359,Name-46,678
184,Name-34,157
408,Name-3,401
258,Name-44,882
392,Name-89,13
561,Name-29,976
277,Name-84,573
861,Name-88,947
281,Name-58,955
690,Name-59,136
448,Name-53,286
932,Name-97,721
127,Name-42,819
492,Name-43,932
84,Name-65,950
825,Name-65,329
290,Name-16,930
198,Name-71,764
864,Name-18,392
263,Name-30,990
22,Name-68,182
41,Name-56,540
810,Name-26,538
717,Name-58,84
164,Name-2,924
504,Name-63,732
475,Name-96,620
510,Name-14,225
682,Name-29,72
792,Name-72,67
518,Name-68,444
368,Name-23,520
76,Name-29,641
785,Name-0,143
501,Name-26,795
240,Name-90,663
168,Name-95,12
319,Name-20,271
983,Name-49,591
510,Name-91,998
253,Name-60,336
217,Name-11,809
5,Name-48,477
447,Name-26,914
6,Name-18,230
643,Name-37,638
965,Name-65,845
481,Name-20,15
506,Name-94,819
913,Name-76,191
47,Name-60,111
535,Name-59,284
622,Name-50,678
271,Name-38,75
822,Name-96,258
638,Name-32,712
23,Name-17,966
91,Name-88,309
770,Name-11,945
335,Name-68,502
155,Name-43,810
168,Name-69,685
111,Name-2,341
128,Name-58,742
512,Name-36,591
119,Name-50,616
32,Name-87,545
878,Name-22,531
935,Name-46,635
33,Name-92,76
941,Name-82,816
668,Name-80,733
104,Name-47,20
834,Name-54,923
52,Name-19,396
698,Name-60,775
234,Name-28,283
329,Name-13,441
850,Name-77,9
431,Name-90,800
44,Name-50,669
600,Name-47,827
918,Name-70,547
884,Name-97,388
649,Name-86,677
498,Name-21,12
143,Name-68,829
448,Name-14,717
515,Name-77,590
513,Name-94,941
621,Name-56,335
612,Name-60,524
336,Name-22,324
221,Name-96,814
901,Name-32,256
799,Name-53,718
818,Name-80,555
359,Name-83,20
415,Name-8,707
822,Name-63,799
531,Name-59,320
304,Name-62,918
47,Name-38,695
374,Name-19,109
282,Name-37,229
916,Name-72,430
707,Name-10,552
982,Name-10,895
730,Name-94,949
64,Name-98,867
813,Name-22,659
189,Name-28,739
325,Name-47,489
895,Name-90,701
376,Name-77,507
705,Name-36,762
739,Name-54,269
371,Name-66,601
163,Name-22,659
716,Name-49,204
729,Name-18,130
424,Name-44,896
739,Name-75,131
758,Name-2,888
633,Name-66,610
355,Name-40,888
708,Name-77,126
491,Name-63,426
375,Name-45,946
118,Name-68,746
942,Name-71,332
803,Name-31,907
590,Name-89,157
762,Name-82,237
73,Name-12,235
122,Name-57,16
461,Name-51,910
703,Name-82,157
383,Name-49,351
405,Name-37,556
252,Name-58,428
538,Name-46,359
869,Name-93,11
245,Name-95,994
133,Name-80,737
185,Name-72,736
98,Name-43,540
909,Name-17,991
33,Name-11,505
684,Name-35,765
58,Name-90,142
258,Name-60,399
995,Name-9,999
156,Name-99,519
59,Name-11,227
732,Name-2,167
425,Name-49,601
340,Name-62,157
14,Name-22,116
39,Name-56,532
302,Name-52,160
180,Name-21,316
449,Name-47,954
468,Name-19,656
82,Name-48,229
276,Name-26,731
485,Name-93,586
351,Name-74,466
324,Name-2,711
807,Name-32,238
612,Name-40,56
462,Name-95,780
23,Name-89,235
210,Name-44,333
499,Name-17,623
950,Name-77,446
47,Name-64,908
94,Name-10,852
998,Name-12,834
66,Name-69,960
20,Name-60,857
555,Name-71,332
713,Name-87,381
470,Name-91,558
591,Name-12,198
402,Name-96,754
906,Name-0,832
38,Name-30,978
779,Name-20,583
956,Name-1,129
155,Name-60,682
570,Name-51,341
404,Name-2,781
479,Name-49,694
239,Name-62,843
949,Name-41,988
807,Name-16,674
413,Name-91,225
882,Name-79,688
95,Name-44,803
274,Name-13,274
989,Name-88,661
110,Name-40,737
3,Name-31,876
52,Name-51,104
777,Name-35,204
588,Name-28,451
752,Name-67,250
699,Name-44,285
736,Name-35,848
664,Name-30,215
36,Name-60,242
561,Name-44,702
378,Name-60,929
832,Name-81,783
452,Name-59,405
287,Name-25,654
11,Name-3,743
821,Name-54,195
657,Name-44,17
883,Name-33,16
334,Name-87,515
145,Name-5,627
125,Name-83,313
654,Name-45,815
963,Name-29,746
559,Name-73,971
738,Name-55,625
435,Name-57,754
355,Name-12,217
983,Name-19,637
677,Name-2,53
957,Name-17,428
313,Name-62,286
117,Name-71,976
775,Name-66,289
681,Name-25,462
246,Name-35,731
925,Name-38,486
398,Name-83,577
307,Name-18,515
1,Name-0,634
256,Name-66,811
332,Name-26,310
966,Name-56,819
536,Name-59,505
647,Name-9,785
8,Name-93,339
978,Name-28,123
211,Name-3,137
54,Name-62,926
473,Name-66,888
723,Name-20,276
561,Name-83,313
104,Name-94,106
761,Name-72,68
704,Name-1,428
744,Name-32,618
63,Name-50,436
291,Name-46,800
117,Name-55,450
910,Name-75,777
316,Name-3,275
185,Name-57,4
895,Name-7,88
840,Name-98,233
692,Name-41,382
990,Name-35,211
63,Name-42,940
896,Name-90,757
949,Name-5,607
656,Name-94,250
632,Name-64,14
882,Name-56,961
204,Name-47,705
963,Name-99,852
326,Name-1,626
655,Name-99,344
165,Name-65,59
414,Name-2,348
397,Name-51,107
517,Name-44,524
722,Name-96,643
426,Name-54,580
